784851909d2a4577b90afce946a77fd4,"Оренда Газифікатора ГКХ-3/1,6-200 в комплекті з випарником і трубопроводами",70220000-9,Послуги з надання в оренду чи лізингу нежитлової нерухомості,MON,місяць,12.0
a56aab016bd14a6cb168439c4f87a4bb,телекомунікаційні послуги,72410000-7,Послуги провайдерів,MON,місяць,12.0
928dcd052dfa4813b4f9664636cd6c9b,"Надання освітньої послуги а саме: навчання на циклі спеціалізація ""Клінічна біохімія"" для Василишин Надії Ярославівни",80320000-3,Послуги у сфері медичної освіти,E48,послуга,1.0
565a99f02d5a4a729a316140796b5364,"Послуги із збирання, зберігання, утилізації небезпечних відходів - (шляхом знешкодження) - Медичні відходи категорії ""В"", що не містять біологічні відходи",90520000-8,"Послуги у сфері поводження з радіоактивними, токсичними, медичними та небезпечними відходами",KGM,кілограм,1100.0
565a99f02d5a4a729a316140796b5364,"Послуги із збирання, зберігання, утилізації небезпечних відходів - (шляхом знешкодження) - Біологічні  відходи категорії ""В""",90520000-8,"Послуги у сфері поводження з радіоактивними, токсичними, медичними та небезпечними відходами",KGM,кілограм,400.0
e85cc1805fc641f0897a99a80eb0bfbb,Інформаційні (консультаційні) послуги з настройки системи та технічного конфігурування ліцензійного програмного забезпечення на робочих місцях,72220000-3,Консультаційні послуги з питань систем та з технічних питань,H87,штуки,14.0
64dc576952494669a7081569e08c29ec,Розміщення інформаційних матеріалів в мережі Інтернет на вебсайті про діяльність Комунального некомерційного підприємства «Івано-Франківський обласний перинатальний центр Івано-Франківської обласної ради» та його структурних підрозділів,64220000-4,"Телекомунікаційні послуги, крім послуг телефонного зв’язку і передачі даних",E48,послуга,1.0
625ddf9d18d84b149ba8d30b23db82e1,"Амбіт® р-н д/ін. 30 мг/мл амп. 1 мл, у блістері у пачці №10",33600000-6,Фармацевтична продукція,PK,упаковка,400.0
625ddf9d18d84b149ba8d30b23db82e1,Фленокс® р-н д/ін. 10000 МЕ анти-Ха/мл фл. багатодоз. 3 мл №1,33600000-6,Фармацевтична продукція,VI,Флакон,150.0
625ddf9d18d84b149ba8d30b23db82e1,"Фленокс® р-н д/ін. 4000 анти-Ха МО шприц 0,4 мл, блістер № 10",33600000-6,Фармацевтична продукція,PK,упаковка,150.0
625ddf9d18d84b149ba8d30b23db82e1,"Рафт р-н д/ін. 4 мг/мл амп. 1 мл, блістер у пачці № 10",33600000-6,Фармацевтична продукція,PK,упаковка,150.0
625ddf9d18d84b149ba8d30b23db82e1,"Бетаспан® р-н д/ін. 4 мг/мл амп. 1 мл, пачка №5",33600000-6,Фармацевтична продукція,PK,упаковка,100.0
625ddf9d18d84b149ba8d30b23db82e1,"ТОРСИД® р-н д/ін. 5 мг/мл амп. 4 мл, в пачці №5",33600000-6,Фармацевтична продукція,PK,упаковка,20.0
625ddf9d18d84b149ba8d30b23db82e1,"Кейвер® р-н д/ін. 50 мг/2 мл амп. 2 мл, в пачці №10",33600000-6,Фармацевтична продукція,PK,упаковка,200.0
625ddf9d18d84b149ba8d30b23db82e1,"Нефам р-н д/ін. 10 мг/мл амп. 2 мл, у блістерах №5",33600000-6,Фармацевтична продукція,PK,упаковка,150.0
625ddf9d18d84b149ba8d30b23db82e1,Гемотран® р-н д/ін. 100 мг/мл амп. 5 мл № 5,33600000-6,Фармацевтична продукція,PK,упаковка,100.0
625ddf9d18d84b149ba8d30b23db82e1,"КЕДОЛ р-н д/ін. 50 мг/2 мл амп. 2 мл, у блістері в коробці №5",33600000-6,Фармацевтична продукція,PK,упаковка,600.0
625ddf9d18d84b149ba8d30b23db82e1,"Атропін-Дарниця® р-н д/ін. 1 мг/мл амп. 1 мл, коробка № 10",33600000-6,Фармацевтична продукція,PK,упаковка,70.0
625ddf9d18d84b149ba8d30b23db82e1,"ДИМЕДРОЛ-ДАРНИЦЯ р-н д/ін. 10 мг/мл амп. 1 мл, контурн. чарунк. yп., пачка №10",33600000-6,Фармацевтична продукція,PK,упаковка,150.0
625ddf9d18d84b149ba8d30b23db82e1,Анальгін-Дарниця р-н д/ін. 500 мг/мл амп. 2 мл № 10,33600000-6,Фармацевтична продукція,PK,упаковка,50.0
625ddf9d18d84b149ba8d30b23db82e1,"Дофамін-Дарниця конц. д/р-ну д/інф. 40 мг/мл амп. 5 мл, контурн. чарунк. yп., пачка № 10",33600000-6,Фармацевтична продукція,PK,упаковка,20.0
625ddf9d18d84b149ba8d30b23db82e1,"Метоклопрамід-Дарниця р-н д/ін. 5 мг/мл амп. 2 мл, контурн. чарунк. yп., пачка № 10",33600000-6,Фармацевтична продукція,PK,упаковка,200.0
625ddf9d18d84b149ba8d30b23db82e1,"ПРОЗЕРИН-ДАРНИЦЯ р-н д/ін. 0,5 мг/мл амп. 1 мл №10",33600000-6,Фармацевтична продукція,PK,упаковка,100.0
625ddf9d18d84b149ba8d30b23db82e1,"Кальцію глюконат-Дарниця (стабілізований), р-н д/ін. 100 мг/мл амп. 10 мл, контурн. чарунк. yп., пачка № 10",33600000-6,Фармацевтична продукція,PK,упаковка,100.0
625ddf9d18d84b149ba8d30b23db82e1,"Канавіт р-н д/ін. 10 мг/мл амп. 1 мл № 5,",33600000-6,Фармацевтична продукція,PK,упаковка,20.0
625ddf9d18d84b149ba8d30b23db82e1,СПИРТ ЕТИЛОВИЙ 96% р-н д/зовн. застос. 96 % фл. 100 мл №1,33600000-6,Фармацевтична продукція,VI,Флакон,2000.0
625ddf9d18d84b149ba8d30b23db82e1,"Бензогексоній-Здоров'я р-н д/ін. 2,5 % амп. 1 мл, у блістері в коробці №10",33600000-6,Фармацевтична продукція,PK,упаковка,2.0
625ddf9d18d84b149ba8d30b23db82e1,"МЕЗАТОН р-н д/ін. 10 мг/мл амп. 1 мл, блістер у пачці № 10",33600000-6,Фармацевтична продукція,PK,упаковка,50.0
625ddf9d18d84b149ba8d30b23db82e1,"Мезатон крап. оч. 25 мг/мл фл. 5 мл, з кришкою-крапельницею №1",33600000-6,Фармацевтична продукція,PK,упаковка,30.0
625ddf9d18d84b149ba8d30b23db82e1,"Атропіну сульфат р-н д/ін. 1 мг/мл амп. 1 мл, пачка №10",33600000-6,Фармацевтична продукція,PK,упаковка,30.0
625ddf9d18d84b149ba8d30b23db82e1,Глюкоза Фармак р-н д/ін. 40 % амп. 10 мл №10,33600000-6,Фармацевтична продукція,PK,упаковка,105.0
625ddf9d18d84b149ba8d30b23db82e1,"Спіронолактон-Дарниця табл. 25 мг контурн. чарунк. уп., пачка №30",33600000-6,Фармацевтична продукція,PK,упаковка,5.0
625ddf9d18d84b149ba8d30b23db82e1,Ністатин-Здоров'Я сусп. орал. 100000 МО/мл фл. 50 мл №1,33600000-6,Фармацевтична продукція,VI,Флакон,30.0
625ddf9d18d84b149ba8d30b23db82e1,Фрівей® Комбі р-н д/інг. фл. у пачці 25 мл №1,33600000-6,Фармацевтична продукція,PK,упаковка,5.0
625ddf9d18d84b149ba8d30b23db82e1,"АСКОРБІНОВА КИСЛОТА-ДАРНИЦЯ р-н д/ін. 100 мг/мл амп. 2 мл, контурн. чарунк. yп., пачка №10",33600000-6,Фармацевтична продукція,PK,упаковка,10.0
625ddf9d18d84b149ba8d30b23db82e1,гідрохлортіазид табл. 25 мг №20,33600000-6,Фармацевтична продукція,PK,упаковка,5.0
625ddf9d18d84b149ba8d30b23db82e1,ЕУФІЛІН-ДАРНИЦЯ р-н д/ін. 20 мг/мл амп. 5 мл №10,33600000-6,Фармацевтична продукція,PK,упаковка,30.0
625ddf9d18d84b149ba8d30b23db82e1,"Магнію сульфат-Дарниця р-н д/ін. 250 мг/мл амп. 10 мл, контурн. чарунк. уп. № 10",33600000-6,Фармацевтична продукція,PK,упаковка,70.0
625ddf9d18d84b149ba8d30b23db82e1,"Рекормон® р-н д/ін. 2000 МО шприц 0,3 мл, з голками 27 G1/2 №6",33600000-6,Фармацевтична продукція,PK,упаковка,10.0
625ddf9d18d84b149ba8d30b23db82e1,"ЕТАМЗИЛАТ р-н д/ін. 125 мг/мл амп. 2 мл, контурн. чарунк. yп., пачка №10",33600000-6,Фармацевтична продукція,PK,упаковка,20.0
625ddf9d18d84b149ba8d30b23db82e1,"КОНТРИВЕН р-н д/ін. 10000 КІО/мл амп. 1 мл, блістер у пачці №10",33600000-6,Фармацевтична продукція,PK,упаковка,25.0
625ddf9d18d84b149ba8d30b23db82e1,"Адреналін-Дарниця р-н д/ін. 1,82 мг/мл амп. 1 мл, контурн. чарунк. yп., пачка № 10",33600000-6,Фармацевтична продукція,PK,упаковка,20.0
625ddf9d18d84b149ba8d30b23db82e1,"Фуросемід-Дарниця р-н д/ін. 10 мг/мл амп. 2 мл, контурн. чарунк. yп., пачка № 10",33600000-6,Фармацевтична продукція,PK,упаковка,100.0
625ddf9d18d84b149ba8d30b23db82e1,"L-ЛІЗИНУ ЕСЦИНАТ® р-н д/ін. 1 мг/мл амп. 5 мл, блістер у пачці №10",33600000-6,Фармацевтична продукція,PK,упаковка,5.0
625ddf9d18d84b149ba8d30b23db82e1,"Верапаміл-Дарниця р-н д/ін. 2,5 мг/мл амп. 2 мл, контурн. чарунк. yп., пачка № 10",33600000-6,Фармацевтична продукція,PK,упаковка,120.0
625ddf9d18d84b149ba8d30b23db82e1,"Глутаргін конц. д/р-ну д/інф. 400 мг/мл амп. 5 мл, у бліст. у коробках №10",33600000-6,Фармацевтична продукція,PK,упаковка,25.0
625ddf9d18d84b149ba8d30b23db82e1,"ГУБКА ГЕМОСТАТИЧНА® суха р-на пляшка скляна 0,8 г №1",33600000-6,Фармацевтична продукція,VI,Флакон,30.0
625ddf9d18d84b149ba8d30b23db82e1,"КОФЕЇН-БЕНЗОАТ НАТРІЮ-ДАРНИЦЯ р-н д/ін. 100 мг/мл амп. 1 мл, контурн. чарунк. yп., пачка №10",33600000-6,Фармацевтична продукція,PK,упаковка,30.0
625ddf9d18d84b149ba8d30b23db82e1,НІФЕДИПІН-ДАРНИЦЯ табл. в/о 10 мг контурн. чарунк. уп. №50,33600000-6,Фармацевтична продукція,PK,упаковка,10.0
625ddf9d18d84b149ba8d30b23db82e1,"Дротаверин-Дарниця р-н д/ін. 20 мг/мл амп. 2 мл, контурн. чарунк. yп., пачка № 10",33600000-6,Фармацевтична продукція,PK,упаковка,50.0
625ddf9d18d84b149ba8d30b23db82e1,Аспаркам-Фармак®р-н д/ін. амп. 10 мл №10,33600000-6,Фармацевтична продукція,PK,упаковка,10.0
625ddf9d18d84b149ba8d30b23db82e1,"ПАПАВЕРИН-ДАРНИЦЯ р-н д/ін. 20 мг/мл амп. 2 мл, контурн. чарунк. yп., пачка №10",33600000-6,Фармацевтична продукція,PK,упаковка,5.0
625ddf9d18d84b149ba8d30b23db82e1,"ПЛАТИФІЛІН-ДАРНИЦЯ р-н д/ін. 2 мг/мл амп. 1 мл, контурн. чарунк. yп., пачка №10",33600000-6,Фармацевтична продукція,PK,упаковка,5.0
625ddf9d18d84b149ba8d30b23db82e1,ПЕРЕКИС ВОДНЮ р-н д/зовн. застос. 3 % фл. 100 мл №1,33600000-6,Фармацевтична продукція,VI,Флакон,50.0
625ddf9d18d84b149ba8d30b23db82e1,"Реместип р-н д/ін. 0,1 мг/мл амп. 2 мл № 5",33600000-6,Фармацевтична продукція,PK,упаковка,25.0
625ddf9d18d84b149ba8d30b23db82e1,СУПРАСТИН® р-н д/ін. 20 мг амп. 1 мл №5,33600000-6,Фармацевтична продукція,PK,упаковка,50.0
625ddf9d18d84b149ba8d30b23db82e1,Гідрокортизону ацетат сусп. д/ін. 25 мг/мл амп. 2 мл №10,33600000-6,Фармацевтична продукція,PK,упаковка,5.0
625ddf9d18d84b149ba8d30b23db82e1,"Преднізолон-Дарниця р-н д/ін. 30 мг/мл амп. 1 мл, контурн. чарунк. yп., пачка № 3",33600000-6,Фармацевтична продукція,PK,упаковка,150.0
625ddf9d18d84b149ba8d30b23db82e1,"Диклофенак суп. ректал. 0,1 г №10",33600000-6,Фармацевтична продукція,PK,упаковка,50.0
625ddf9d18d84b149ba8d30b23db82e1,Смофліпид 20% емул. д/інф. фл. 100 мл № 1,33600000-6,Фармацевтична продукція,VI,Флакон,20.0
625ddf9d18d84b149ba8d30b23db82e1,"КАПТОПРИЛ табл. 0,025 г блістер, в пачці № 20",33600000-6,Фармацевтична продукція,PK,упаковка,1.0
625ddf9d18d84b149ba8d30b23db82e1,Клебутам інф. 250мг/20мл амп. 20мл №10,33600000-6,Фармацевтична продукція,PK,упаковка,3.0
625ddf9d18d84b149ba8d30b23db82e1,"Реналган® р-н д/ін. амп. 5 мл, блістер у пачці №5",33600000-6,Фармацевтична продукція,PK,упаковка,6.0
625ddf9d18d84b149ba8d30b23db82e1,Епіпен розчин д/ін. 0.3 мг/дозу по 2 мл №1,33600000-6,Фармацевтична продукція,PK,упаковка,3.0
625ddf9d18d84b149ba8d30b23db82e1,Фолієва кислота табл. 5 мг блістер №50,33600000-6,Фармацевтична продукція,PK,упаковка,30.0
625ddf9d18d84b149ba8d30b23db82e1,"Муколван р-н д/ін. 7,5 мг/мл амп. 2 мл, в пачці №5",33600000-6,Фармацевтична продукція,PK,упаковка,20.0
625ddf9d18d84b149ba8d30b23db82e1,Октагам 10% р-н д/ін. 10 % фл. 20 або 25 мл № 1,33600000-6,Фармацевтична продукція,VI,Флакон,30.0
625ddf9d18d84b149ba8d30b23db82e1,Вазапростан® пор. д/р-ну д/інф. 20 мкг амп. №10,33600000-6,Фармацевтична продукція,PK,упаковка,2.0
625ddf9d18d84b149ba8d30b23db82e1,Прайд розчин д/інф. 10 мг/мл по 100 мл №1,33600000-6,Фармацевтична продукція,VI,Флакон,100.0
625ddf9d18d84b149ba8d30b23db82e1,Нефальжик р-н д/ін. 20 мг/2 мл амп. 2 мл №5,33600000-6,Фармацевтична продукція,PK,упаковка,50.0
625ddf9d18d84b149ba8d30b23db82e1,"ПЛАЗМОВЕН® розчин для інфузій по 500 мл у флаконі
",33600000-6,Фармацевтична продукція,VI,Флакон,50.0
625ddf9d18d84b149ba8d30b23db82e1,"Клотримазол табл. вагінал. 100 мг блістер, в пачці № 10",33600000-6,Фармацевтична продукція,PK,упаковка,250.0
625ddf9d18d84b149ba8d30b23db82e1,Резонатив р-н д/ін. 625 МО/мл амп. 2 мл № 1,33600000-6,Фармацевтична продукція,PK,упаковка,95.0
417d484c1d3049a080c7023fd4936bbd,"Послуги із збирання, зберігання, утилізації небезпечних відходів - (шляхом знешкодження) - Медичні відходи категорії ""В"", що не містять біологічні відходи",90520000-8,"Послуги у сфері поводження з радіоактивними, токсичними, медичними та небезпечними відходами",KGM,кілограм,800.0
417d484c1d3049a080c7023fd4936bbd,"Послуги із збирання, зберігання, утилізації небезпечних відходів - (шляхом знешкодження) - Біологічні  відходи категорії ""В""",90520000-8,"Послуги у сфері поводження з радіоактивними, токсичними, медичними та небезпечними відходами",KGM,кілограм,225.0
417d484c1d3049a080c7023fd4936bbd,"Послуги із збирання, зберігання, утилізації небезпечних відходів - (шляхом знешкодження) - Медичні відходи категорії ""С"" (Первинна упаковка лікарських засобів визначених переліком отруйних лікарських засобів)",90520000-8,"Послуги у сфері поводження з радіоактивними, токсичними, медичними та небезпечними відходами",KGM,кілограм,20.0
51171abb6d4c4b0bac48e628cbf6f2c0,Інформаційні (консультаційні) послуги з настройки системи та технічного конфігурування ліцензійного програмного забезпечення на робочих місцях,72220000-3,Консультаційні послуги з питань систем та з технічних питань,H87,штуки,3.0
9b4a6334ee294d8a92bcb374b94114fc,"Капітальний ремонт пошкоджених внаслідок воєнних дій будівель харчоблоку, спального корпусу 3-х поверхового, лабораторії Дитячого спеціалізованого санаторію «Орлятко» за адресою: смт. Ворзель, вул. Курортна, 19",45453000-7,Капітальний ремонт і реставрація,E51,Роботи,1.0
9385f94d5452420b8b53a0b87827dd6d,Бензин А-95 (у талонах),09130000-9,Нафта і дистиляти,LTR,літр,1200.0
9385f94d5452420b8b53a0b87827dd6d,дизельне паливо (у талонах),09130000-9,Нафта і дистиляти,LTR,літр,3600.0
a326339b05b74c61b2776acad35e514e,Послуги з технічного обслуговування апарату рентгенівського пересувного 10Л6-01,50420000-5,Послуги з ремонту і технічного обслуговування медичного та хірургічного обладнання,E48,послуга,2.0
a326339b05b74c61b2776acad35e514e,Послуги з технічного обслуговування системи рентгенівської діагностичної МАС,50420000-5,Послуги з ремонту і технічного обслуговування медичного та хірургічного обладнання,E48,послуга,2.0
504633f9279a43ffaa309a011c4b6008,"Ліцензія на право використання комп’ютерної програми (LIGA 360: ДЕРЖСЕКТОР ( 3 р.м.) (LIGA360:Бухгалтер (Преміум) (кількю=1), LIGA360:Юрист (Преміум) (кільк.=2)) (кільк.=1))",72320000-4,"Послуги, пов’язані з базами даних",H87,штуки,1.0
504633f9279a43ffaa309a011c4b6008,Продовження дії ліцензії на право використання комп’ютерної програми період листопад 2023 р.-жовтень 2024 р.,72320000-4,"Послуги, пов’язані з базами даних",MON,місяць,12.0
07a3908dc8874c489332533931a34e1d,Кулер Clover LB LWB5X88,31141000-6,Водоохолоджувачі,H87,штуки,1.0
667bd1502b374e8c95237eb42e45c769,Мішок для будівельного сміття,19640000-4,Поліетиленові мішки та пакети для сміття,H87,штуки,200.0
7221ca1836b448e9a1f9fa18aca46156,Пензлик малярний 40мм,44420000-0,Будівельні товари,H87,штуки,3.0
7221ca1836b448e9a1f9fa18aca46156,Герметик силіконовий білий,44420000-0,Будівельні товари,H87,штуки,1.0
592317c79ed4401ab242c0139e2e444a,Стійка для банеру 220*30,39290000-1,Фурнітура різна,H87,штуки,1.0
592317c79ed4401ab242c0139e2e444a,Банер з лого 220*300,39290000-1,Фурнітура різна,H87,штуки,1.0
592317c79ed4401ab242c0139e2e444a,Стійка для банеру (павук) 180*80,39290000-1,Фурнітура різна,H87,штуки,1.0
592317c79ed4401ab242c0139e2e444a,банер з лого 180*80,39290000-1,Фурнітура різна,H87,штуки,1.0
5bb082421a8b4c6192a3300880e08d68,Заправка картриджа,50310000-1,Технічне обслуговування і ремонт офісної техніки,H87,штуки,35.0
5bb082421a8b4c6192a3300880e08d68,відновлення картриджа,50310000-1,Технічне обслуговування і ремонт офісної техніки,H87,штуки,6.0
5bb082421a8b4c6192a3300880e08d68,ремонт картриджа,50310000-1,Технічне обслуговування і ремонт офісної техніки,H87,штуки,12.0
0559e86fdc0b4789a9ceaf0ee031e46f,Особова картка,30190000-7,Офісне устаткування та приладдя різне,H87,штуки,100.0
0559e86fdc0b4789a9ceaf0ee031e46f,Файли,30190000-7,Офісне устаткування та приладдя різне,RM,пачка,2.0
0559e86fdc0b4789a9ceaf0ee031e46f,Папка-швидкозшивач,30190000-7,Офісне устаткування та приладдя різне,H87,штуки,10.0
0559e86fdc0b4789a9ceaf0ee031e46f,Папка-реєстр,30190000-7,Офісне устаткування та приладдя різне,H87,штуки,30.0
0559e86fdc0b4789a9ceaf0ee031e46f,Конверт,30190000-7,Офісне устаткування та приладдя різне,H87,штуки,30.0
0559e86fdc0b4789a9ceaf0ee031e46f,Папка з файлами,30190000-7,Офісне устаткування та приладдя різне,H87,штуки,1.0
0559e86fdc0b4789a9ceaf0ee031e46f,Стержень,30190000-7,Офісне устаткування та приладдя різне,H87,штуки,20.0
0559e86fdc0b4789a9ceaf0ee031e46f,Ручка,30190000-7,Офісне устаткування та приладдя різне,H87,штуки,20.0
0559e86fdc0b4789a9ceaf0ee031e46f,Закладки,30190000-7,Офісне устаткування та приладдя різне,H87,штуки,4.0
0559e86fdc0b4789a9ceaf0ee031e46f,Підставка,30190000-7,Офісне устаткування та приладдя різне,H87,штуки,1.0
0559e86fdc0b4789a9ceaf0ee031e46f,Маркер,30190000-7,Офісне устаткування та приладдя різне,H87,штуки,4.0
8ff2f0e6df5c49168a7ccee3fede1edd,Послуги з надання доступу до онлайн-сервісів з правом користування програмною продукцією – медичною інформаційно-комунікаційною системою (МІС),48810000-9,Інформаційні системи,E48,послуга,12.0
176238333c3c4dd080b117f053a8368a,Огляд автомобіля,50110000-9,Послуги з ремонту і технічного обслуговування мототранспортних засобів і супутнього обладнання,E48,послуга,1.0
176238333c3c4dd080b117f053a8368a,Заміна масла та фільтра,50110000-9,Послуги з ремонту і технічного обслуговування мототранспортних засобів і супутнього обладнання,E48,послуга,1.0
9b39dd3737af49fab50ba8ed9504d74a,Вимірювання параметрів мікроклімату - температури повітря в житлових та виробничих приміщеннях з наданням висновку щодо відповідності державним медико-санітарним нормативам,85140000-2,Послуги у сфері охорони здоров’я різні,H87,штуки,9.0
9b39dd3737af49fab50ba8ed9504d74a,Вимірювання параметрів мікроклімату - відносної вологості повітря в житлових та виробничих приміщеннях з наданням висновку щодо відповідності державним медико-санітарним нормативам,85140000-2,Послуги у сфері охорони здоров’я різні,H87,штуки,9.0
9b39dd3737af49fab50ba8ed9504d74a,Вимірювання параметрів мікроклімату - швидкості руху повітря в житлових та виробничих приміщеннях з наданням висновку щодо відповідності санітарно-гігієнічним нормативам,85140000-2,Послуги у сфері охорони здоров’я різні,H87,штуки,9.0
9b39dd3737af49fab50ba8ed9504d74a,"Вимірювання рівня освітленості, яскравості або блискучості поверхні та надання висновку щодо відповідності державним медико-санітарним нормативам",85140000-2,Послуги у сфері охорони здоров’я різні,H87,штуки,9.0
9b39dd3737af49fab50ba8ed9504d74a,Оформлення протоколу досліджень за результатами лабораторно-інструментальних випробувань/вимірювань,85140000-2,Послуги у сфері охорони здоров’я різні,H87,штуки,2.0
9b39dd3737af49fab50ba8ed9504d74a,", Виявлення бактеріологічного забруднення середовища життєдіяльності людини методом змивів на патогенну та умовно патогенну мікрофлору",85140000-2,Послуги у сфері охорони здоров’я різні,H87,штуки,20.0
9b39dd3737af49fab50ba8ed9504d74a,ЗМЧ (МАФАМ) у воді,85140000-2,Послуги у сфері охорони здоров’я різні,H87,штуки,1.0
9b39dd3737af49fab50ba8ed9504d74a,Загальні коліформи (БГКП) у воді,85140000-2,Послуги у сфері охорони здоров’я різні,H87,штуки,1.0
9b39dd3737af49fab50ba8ed9504d74a,Визначення колі-фагів (E.coli) у воді титраційним методом,85140000-2,Послуги у сфері охорони здоров’я різні,H87,штуки,1.0
9b39dd3737af49fab50ba8ed9504d74a,Визначення ентерококів у воді,85140000-2,Послуги у сфері охорони здоров’я різні,H87,штуки,1.0
9b39dd3737af49fab50ba8ed9504d74a,Надання заключення за результатами лабаораторно-інструментальних випробувань,85140000-2,Послуги у сфері охорони здоров’я різні,H87,штуки,1.0
9b39dd3737af49fab50ba8ed9504d74a,Виїзд на об’єкт (середній медперсонал,85140000-2,Послуги у сфері охорони здоров’я різні,H87,штуки,1.0
9b39dd3737af49fab50ba8ed9504d74a,Виїзд на об’єкт (лікар),85140000-2,Послуги у сфері охорони здоров’я різні,H87,штуки,2.0
9b39dd3737af49fab50ba8ed9504d74a,Санітарно-епідеміологічне обстеження об’єкта з оформленням акту,85140000-2,Послуги у сфері охорони здоров’я різні,H87,штуки,1.0
d416b0bf9df14de583f34a75589c9ebd,Журнал обліку роботи бактерицидного опромінювача,22810000-1,Паперові чи картонні реєстраційні журнали,H87,штуки,3.0
06ee1e0c589b41a28201718ed0efedb7,Білірубінометр МВJ20,38430000-8,Детектори та аналізатори,H87,штуки,1.0
f927c0d7e69b48499325927b712873cd,Шиномонтажні роботи,50110000-9,Послуги з ремонту і технічного обслуговування мототранспортних засобів і супутнього обладнання,E48,послуга,1.0
f927c0d7e69b48499325927b712873cd,слюсарні роботи (нарізка різьби),50110000-9,Послуги з ремонту і технічного обслуговування мототранспортних засобів і супутнього обладнання,E48,послуга,1.0
f927c0d7e69b48499325927b712873cd,болти колісні,50110000-9,Послуги з ремонту і технічного обслуговування мототранспортних засобів і супутнього обладнання,H87,штуки,3.0
b6bcb4aa89d0494da5c28845e7a3df1e,Протокол кесаревого розтину,22458000-5,Друкована продукція на замовлення,H87,штуки,600.0
b6bcb4aa89d0494da5c28845e7a3df1e,Резюме пологів,22458000-5,Друкована продукція на замовлення,H87,штуки,2500.0
b6bcb4aa89d0494da5c28845e7a3df1e,Табель обліку,22458000-5,Друкована продукція на замовлення,H87,штуки,95.0
b6bcb4aa89d0494da5c28845e7a3df1e,Історія вагітності та пологів,22458000-5,Друкована продукція на замовлення,H87,штуки,2500.0
b6bcb4aa89d0494da5c28845e7a3df1e,Пам’ятка для пацієнта,22458000-5,Друкована продукція на замовлення,H87,штуки,2500.0
b6bcb4aa89d0494da5c28845e7a3df1e,Історія новонародженого,22458000-5,Друкована продукція на замовлення,H87,штуки,1000.0
