37464470,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""НОВОСАНЖАРСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ НОВОСАНЖАРСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОГО РАЙОНУ ПОЛТАВСЬКОЇ ОБЛАСТІ""",Buyer,ns.pmsd@gmail.com
25962929,"Комунальна Установа ""Центр надання соціальних послуг"" Гайсинської  міської ради",Buyer,gaisyn.tercenter@ukr.net
01995249,"Комунальне некомерційне підприємство ""Новоукраїнська міська лікарня"" Новоукраїнської міської ради Кіровоградської області",Buyer,smuglyanochka.yanochka@ukr.net
04333885,Цуманська селищна рада,Buyer,tsuman.sr@i.ua
32631004,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""МІСЬКІ ЕЛЕКТРИЧНІ МЕРЕЖІ""",Buyer,zakupivli_4540@varash.rv.gov.ua
20000060,"Санаторій ""Трускавець"" СБУ",Buyer,hristinafidik@gmail.com
01995219,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""НОВГОРОДКІВСЬКА  ЛІКАРНЯ"" НОВГОРОДКІВСЬКОЇ СЕЛИЩНОЇ РАДИ КІРОВОГРАДСЬКОЇ ОБЛАСТІ",Buyer,novgor.rl@ukr.net
26303175,МАЛИНОВСЬКА РАЙОННА АДМІНІСТРАЦІЯ ОДЕСЬКОЇ МІСЬКОЇ РАДИ,Buyer,malin_ra@omr.odessa.ua
03196216,Управління  соціального захисту населення Ніжинської міської ради Чернігівської області,Buyer,nemrada_upsz@cg.gov.ua
32349545,"КП ""Чистота"" Мелітопольської міської ради Запорізької області",Buyer,chistota@mlt.gov.ua
41847154,"Державна установа ""Центр пробації""",Buyer,terbuh1202@ukr.net
44475329,Відділ освіти Слов'янської міської військової адміністрації Краматорського району Донецької області,Buyer,osvitagetman@ukr.net
43854682,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""Новодністровський міський ринок""",Buyer,vvppvv5@ukr.net
38475656,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги Світловодської міської ради""",Buyer,patenko.cpmsd@gmail.com
32089839,"КП ""Благоустрій""",Buyer,blagolsk@ukr.net
35783188,Виконавчий комітет Дружківської міської ради,Buyer,n.fedorchenko@druisp.gov.ua
02005332,"Комунальне Некомерційне Підприємство  ""Катеринопільська багатопрофільна лікарня""",Buyer,elenavarenik@i.ua
04358997,Рокитнянська селищна рада,Buyer,roksradazakupivli@meta.ua
31824225,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ТАРАЩАБЛАГОУСТРІЙ""",Buyer,tar-blagoustiy@ukr.net
41054377,"Відділ освіти, молоді та спорту виконавчого комітету Ходорівської міської ради",Buyer,osvitakhodoriv@gmail.com
42007312,УПРАВЛІННЯ КУЛЬТУРИ  ТА МИСТЕЦТВ ЧОРТКІВСЬКОЇ МІСЬКОЇ РАДИ,Buyer,kultura_chortkiv@ukr.net
03499951,Господарський суд Кіровоградської області,Buyer,buh1@kr.arbitr.gov.ua
43934704,Гуманітарний відділ виконавчого комітету Білицької селищної ради,Buyer,gum.viddil.2020@gmail.com
03494327,Державний архів м. Києва,Buyer,arhiv_torg1@ukr.net
24209727,Управління з питань комунальної власності та житла Броварської міської ради Броварського району Київської області,Buyer,ukv_bmr@ukr.net
34971793,"Заклад дошкільної освіти №10 «Золота рибка», Красилівської міської ради, Хмельницької області",Buyer,dnz10_zr@ukr.net
44133660,"Відділ освіти, молоді та спорту Хорольської міської ради Лубенського району Полтавської області",Buyer,osvitahorol1-tender@ukr.net
40108913,Головне управління Національної поліції в Закарпатській області,Buyer,gunp_zak@ukr.net
02010422,"Комунальне підприємство ""Острозька обласна психіатрична лікарня"" Рівненської обласної ради",Buyer,oleg.t19800@ukr.net
02007650,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""СТАРОКОЗАЦЬКА РАЙОННА ЛІКАРНЯ""",Buyer,st.bolnica@gmail.com
34421336,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""СПЕКТР"" ДРУЖКІВСЬКОЇ МІСЬКОЇ РАДИ",Buyer,spektr-dru@ukr.net
32616520,"Комунальне підприємство ""Дніпровський електротранспорт"" Дніпровської міської ради",Buyer,92181@ukr.net
34262875,"Комунальний заклад дошкільної освіти (ясла-садок) ""Ромашка"" комбінованого типу Добровеличківської селищної ради",Buyer,allaruda0804@ukr.net
25068128,"Комунальне некомерційне підприємство ""БУРШТИНСЬКА ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ"" Бурштинської міської ради Івано-Франківської області",Buyer,ruslan-1_bcml@ukr.net
32149468,"Комунальне підприємство ""Вигодський комбінат комунальних підприємств""",Buyer,vigoda.kkp@gmail.com
02006225,"Комунальне некомерційне підприємство ""Городнянська міська лікарня"" Городнянської міської ради",Buyer,korobkoyuriy@ukr.net
22645921,"Комунальне некомерційне підприємство  ""Міська дитяча поліклініка №1"" Харківської міської ради",Buyer,mdp1@ukr.net
25551445,Роздільський дитячий будинок-інтернат,Buyer,dityachy.budinok@ukr.net
02005361,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО «ДРАБІВСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ» ДРАБІВСЬКОЇ СЕЛИЩНОЇ РАДИ,Buyer,drabivcrl@gmail.com
37854297,"ДЕРЖАВНИЙ КОНЦЕРН ""УКРОБОРОНПРОМ""",Buyer,yuliia.sytnyk@ukroboronprom.com
01997297,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО СТАРОСАМБІРСЬКОЇ МІСЬКОЇ РАДИ ""СТАРОСАМБІРСЬКА РАЙОННА ЛІКАРНЯ""",Buyer,N.I.CHUBYK@GMAIL.COM
01529205,"КНП ""Узинська МЛ"" УМР",Buyer,uzin_likarnya@ukr.net
43131772,КП Сквираблагоустрій,Buyer,sb93@ukr.net
05537503,Вище професійне училище № 29 смт. Володимирець,Buyer,volod_vpu_29@ukr.net
44043064,Фінансовий відділ Чорноострівської селищної ради,Buyer,fin44@ukr.net
01999106,"Комунальне підприємство ""Полтавська обласна клінічна лікарня ім.М.В.Скліфосовського Полтавської обласної ради"" ",Buyer,psinnikgalina@gmail.com
04417010,КЕЛЬМЕНЕЦЬКА СЕЛИЩНА РАДА ДНІСТРОВСЬКОГО РАЙОНУ ЧЕРНІВЕЦЬКОЇ ОБЛАСТІ,Buyer,rada-kelm@ukr.net
41823411,"ВІДДІЛ ОСВІТИ, КУЛЬТУРИ, МОЛОДІ ТА СПОРТУ НОВОСЛОБІДСЬКОЇ СІЛЬСЬКОЇ РАДИ КОНОТОПСЬКОГО РАЙОНУ СУМСЬКОЇ ОБЛАСТІ",Buyer,osvita_novasloboda777@ukr.net
03189914,Любецький психоневрологічний інтернат,Buyer,mazhugaoksana9@gmail.com
03195808,УПРАВЛІННЯ ПРАЦІ ТА СОЦІАЛЬНОГО ЗАХИСТУ НАСЕЛЕННЯ УМАНСЬКОЇ МІСЬКОЇ РАДИ,Buyer,uman_tercentr@ukr.net
43379747,"Відділ освіти, молоді та спорту Річківської сільської ради ",Buyer,vosms@ukr.net
02011031,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ВІННИЦЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ. М.І. ПИРОГОВА ВІННИЦЬКОЇ ОБЛАСНОЇ РАДИ""",Buyer,1706lula@gmail.com
44939232,"Комунальний заклад ""Вознесенський центр надання соціальних послуг""",Buyer,harata1985@ukr.net
38267374,1 державний пожежно-рятувальний загін Головного управління Державної служби України з надзвичайних ситуацій у Закарпатській області,Buyer,uzgoroddprz1@zk.dsns.gov.ua
05540451,"Комунальне некомерційне підприємство ""Черкаський обласний наркологічний диспансер Черкаської обласної ради""",Buyer,13vns@ukr.net
37899762,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДНІПРОВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №3"" ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ",Buyer,zakupki_centr3@ukr.net
04061754,ОСТЕРСЬКА МІСЬКА РАДА,Buyer,julia.yatsukhnenko@gmail.com
43939095,"ВІДДІЛ КУЛЬТУРИ, СПОРТУ ТА ТУРИЗМУ КОТЕЛЕВСЬКОЇ СЕЛИЩНОЇ РАДИ",Buyer,kotelva_kultura_s@ukr.net
02000300,"Комунальне некомерційне підприємство ""Клінічна лікарня №4"" Сумської міської ради",Buyer,ihor-26@ukr.net
30224197,КП ІСР Іванківводоканал,Buyer,ivankivvodokanal@ukr.net
44402580,"Департамент житлово-комунального господарства, майна та будівництва виконавчого комітету Вараської міської ради",Buyer,oksana.kolbun@varash-rada.gov.ua
23971189,Бориславська дитяча школа мистецтв,Buyer,muzshkola3@ukr.net
00182716,"КУ ""Обласна база спеціального медичного постачання""",Buyer,saponnirina@gmail.com
38853852,"Комунальне некомерційне підприємство ""Володимирецький центр первинної медико-санітарної допомоги"" Володимирецької селищної ради",Buyer,volodrcpmsd@gmail.com
36775320,Управління містобудування та архітектури виконавчого комітету Канівської міської ради Черкаської області,Buyer,Igorbitz333@gmail.com
41326277,"ВІДДІЛ ОСВІТИ, МОЛОДІ ТА СПОРТУ ТАЛЬНІВСЬКОЇ МІСЬКОЇ РАДИ",Buyer,talneosvita.shevtsova@gmail.com
01999402,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МИРГОРОДСЬКА ЛІКАРНЯ ІНТЕНСИВНОГО ЛІКУВАННЯ"" МИРГОРОДСЬКОЇ МІСЬКОЇ РАДИ",Buyer,smorodskaya.1977@gmail.com
43942773,"комунальний заклад ""Публічна бібліотека Ободівської сільської ради""",Buyer,publichnalibraryobod21@gmail.com
38728457,"ОДЕСЬКА ФІЛІЯ ДЕРЖАВНОГО ПІДПРИЄМСТВА ""АДМІНІСТРАЦІЯ МОРСЬКИХ ПОРТІВ УКРАЇНИ"" (АДМІНІСТРАЦІЯ ОДЕСЬКОГО МОРСЬКОГО ПОРТУ)",Buyer,VVKO@ODS.USPA.GOV.UA
36205651,Комунальне некомерційне підприємство «Гайсинська центральна районна лікарня Гайсинської міської ради»,Buyer,nastaskin@ukr.net
01984659,"Комунальне некомерційне підприємство ""Міська клінічна лікарня № 21 ім. проф. Є.Г.Попкової"" Дніпровської міської ради",Buyer,a-444@meta.ua
30019775,"АТ ""УКРГАЗВИДОБУВАННЯ""",Buyer,vitalii.romanenko@ugv.com.ua
00130725,"ВАТ ""Тернопільобленерго""",Buyer,tend@toe.te.ua
04055127,Виконавчий комітет Новоукраїнської міської ради,Buyer,natka.nu@ukr.net
31454734,"Комунальне підприємство з утримання та експлуатації житлового фонду спеціального призначення ""Спецжитлофонд""",Buyer,gekor61@gmail.com
03352024,"Комунальне підприємство Костопільської міської ради  ""Костопількомунсервіс""",Buyer,sr_tod@ukr.net
44377675,Виконавчий комітет Олексіївської сільської ради,Buyer,buhviddil-osr@ukr.net
01986233,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КРИВОРІЗЬКА МІСЬКА ЛІКАРНЯ №16"" КРИВОРІЗЬКОЇ МІСЬКОЇ РАДИ",Buyer,irynanos21@gmail.com
02000004,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""РІВНЕНСЬКИЙ ОБЛАСНИЙ СПЕЦІАЛІЗОВАНИЙ БУДИНОК ДИТИНИ З ЦЕНТРОМ РЕАБІЛІТАЦІЇ ДІТЕЙ З ОРГАНІЧНИМИ УРАЖЕННЯМИ ЦЕНТРАЛЬНОЇ НЕРВОВОЇ СИСТЕМИ З ПОРУШЕННЯМ ПСИХІКИ ТА ПАЛІАТИВНОЇ ДОПОМОГИ ДІТЯМ"" РІВНЕНСЬКОЇ ОБЛАСНОЇ РАДИ   ",Buyer,romanukoksana332@gmail.com
14151760,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ІЗЯСЛАВВОДОКАНАЛ"" ІЗЯСЛАВСЬКОЇ МІСЬКОЇ РАДИ",Buyer,kollia01@i.ua
43316386,ЗАХІДНЕ МІЖРЕГІОНАЛЬНЕ УПРАВЛІННЯ  МІНІСТЕРСТВА ЮСТИЦІЇ,Buyer,yemchuk_kateryna@ukr.net
26176297,"КОМУНАЛЬНИЙ ЗАКЛАД ""ВІННИЦЬКИЙ ЛІЦЕЙ № 3 ІМ. М. КОЦЮБИНСЬКОГО""",Buyer,zsh03@ukr.net
44080284,Відділ освіти Глевахівської селищної ради,Buyer,glevaha-osvita@ukr.net
43919723,"ВІДДІЛ ОСВІТИ, МОЛОДІ ТА СПОРТУ, КУЛЬТУРИ ТА ТУРИЗМУ АДЖАМСЬКОЇ СІЛЬСЬКОЇ РАДИ",Buyer,osvita_adz@ukr.net
04338405,МАГДАЛИНІВСЬКА СЕЛИЩНА РАДА ,Buyer,magdalynsel3@gmail.com
44000591,АВДІЇВСЬКА МІСЬКА ВІЙСЬКОВА АДМІНІСТРАЦІЯ ПОКРОВСЬКОГО РАЙОНУ ДОНЕЦЬКОЇ ОБЛАСТІ (АВДІЇВСЬКА МІСЬКА ВЦА),Buyer,avdzakupki@avdvca.gov.ua
39585756,"АТ ""Укргазвидобування"" в особі філії ""Львівгазвидобування""",Buyer,rostyslav.stebletskiy@ugv.com.ua
